CMS, sigma, sqrt(s) = 7 TeV; no polarization
values from http://hepdata.cedar.ac.uk/View/8922071
yMin   yMax	pTMean  pTMin   pTMax   sigma[nb]  statPos statNeg	systPos systNeg  polPosHX  polNegHX	polPos-CS polNeg-CS
0.	2.0	1.0	0.0	2.0	0.0312	+0.003744	-0.003744	+0.003432	-0.0028079999999999997	14.0	-19.0	17.0	-22.0
0.	2.0	3.0	2.0	4.0	0.06	+0.0048	-0.0048	+0.0072	-0.005999999999999999	12.0	-17.0	18.0	-23.0
0.	2.0	5.0	4.0	6.0	0.0512	+0.0051199999999999996	-0.0051199999999999996	+0.0051199999999999996	-0.004096	16.0	-22.0	15.0	-20.0
0.	2.0	7.5	6.0	9.0	0.0342	+0.003078	-0.003078	+0.0034200000000000003	-0.0023940000000000003	15.0	-21.0	9.0	-13.0
0.	2.0	10.5	9.0	12.0	0.0175	+0.0017500000000000003	-0.0017500000000000003	+0.0015750000000000002	-0.0010500000000000002	14.0	-20.0	1.0	0.0
0.	2.0	14.0	12.0	16.0	0.0056	+7.28E-4	-7.28E-4	+5.6E-4	-3.92E-4	14.0	-19.0	-2.0	6.0
0.	2.0	18.0	16.0	20.0	0.0025	+4.5000000000000004E-4	-4.5000000000000004E-4	+2.75E-4	-2.0E-4	12.0	-18.0	-4.0	9.0
0.	2.0	25.0	20.0	30.0	5.0E-4	+1.15E-4	-1.15E-4	+1.0E-4	-9.0E-5	12.0	-17.0	-5.0	11.0

0.	1.0	1.5	0.0	3.0	0.0483	+0.00483	-0.00483	+0.008211000000000001	-0.0077280000000000005	10.0	-14.0	17.0	-22.0
0.	1.0	5.0	3.0	7.0	0.0512	+0.0051199999999999996	-0.0051199999999999996	+0.008192	-0.007679999999999999	13.0	-18.0	14.0	-19.0
0.	1.0	9.0	7.0	11.0	0.0275	+0.0030250000000000003	-0.0030250000000000003	+0.002475	-0.001925	17.0	-22.0	1.0	-2.0
0.	1.0	13.0	11.0	15.0	0.0075	+0.0012	-0.0012	+6.749999999999999E-4	-4.5E-4	17.0	-22.0	-4.0	8.0
0.	1.0	22.5	15.0	30.0	0.0013	+2.2099999999999998E-4	-2.2099999999999998E-4	+1.17E-4	-9.099999999999999E-5	14.0	-20.0	-5.0	11.0

1.0	2.0	1.5	0.0	3.0	0.035	+0.005250000000000001	-0.005250000000000001	+0.008400000000000001	-0.008050000000000002	17.0	-23.0	17.0	-23.0
1.0	2.0	5.0	3.0	7.0	0.055	+0.00495	-0.00495	+0.0066	-0.0044	17.0	-22.0	17.0	-22.0
1.0	2.0	9.0	7.0	11.0	0.0238	+0.002856	-0.002856	+0.002618	-0.001904	13.0	-18.0	9.0	-12.0
1.0	2.0	13.0	11.0	15.0	0.0075	+0.0012749999999999999	-0.0012749999999999999	+8.249999999999999E-4	-5.25E-4	11.0	-17.0	1.0	0.0
1.0	2.0	22.5	15.0	30.0	0.001	+2.1E-4	-2.1E-4	+1.3000000000000002E-4	-9.0E-5	10.0	-16.0	-3.0	7.0
