CMS, sigma, sqrt(s) = 7 TeV; no polarization
values from http://hepdata.cedar.ac.uk/View/8922071
yMin   yMax	pTMean  pTMin   pTMax   sigma[nb]  statPos statNeg	systPos systNeg  polPosHX  polNegHX	polPos-CS polNeg-CS
0.	2.0	0.5	0.0	1.0	0.075	+0.006	-0.006	+0.0075	-0.00525	16.0	-22.0	17.0	-23.0
0.	2.0	1.5	1.0	2.0	0.225	+0.011250000000000001	-0.011250000000000001	+0.020250000000000004	-0.013500000000000002	16.0	-20.0	19.0	-24.0
0.	2.0	2.5	2.0	3.0	0.26	+0.013	-0.013	+0.0208	-0.0156	15.0	-20.0	19.0	-24.0
0.	2.0	3.5	3.0	4.0	0.22	+0.0132	-0.0132	+0.0198	-0.0154	18.0	-23.0	18.0	-23.0
0.	2.0	4.5	4.0	5.0	0.225	+0.013500000000000002	-0.013500000000000002	+0.018000000000000002	-0.013500000000000002	18.0	-23.0	16.0	-21.0
0.	2.0	5.5	5.0	6.0	0.205	+0.012299999999999998	-0.012299999999999998	+0.016399999999999998	-0.012299999999999998	17.0	-23.0	13.0	-19.0
0.	2.0	6.5	6.0	7.0	0.16	+0.0112	-0.0112	+0.0128	-0.008	17.0	-22.0	11.0	-16.0
0.	2.0	7.5	7.0	8.0	0.1275	+0.008925	-0.008925	+0.0102	-0.0076500000000000005	16.0	-22.0	7.0	-10.0
0.	2.0	8.5	8.0	9.0	0.0825	+0.0066	-0.0066	+0.0066	-0.0049499999999999995	16.0	-22.0	4.0	-5.0
0.	2.0	9.5	9.0	10.0	0.0625	+0.005	-0.005	+0.005625	-0.00375	15.0	-21.0	2.0	-1.0
0.	2.0	11.0	10.0	12.0	0.045	+0.0027	-0.0027	+0.0036	-0.00225	15.0	-21.0	-1.0	3.0
0.	2.0	13.0	12.0	14.0	0.0225	+0.0018	-0.0018	+0.002025	-0.001125	15.0	-20.0	-3.0	7.0
0.	2.0	15.5	14.0	17.0	0.0117	+0.001053	-0.001053	+0.00117	-7.019999999999999E-4	14.0	-19.0	-4.0	9.0
0.	2.0	18.5	17.0	20.0	0.005	+6.000000000000001E-4	-6.000000000000001E-4	+5.0E-4	-3.0000000000000003E-4	13.0	-18.0	-4.0	10.0
0.	2.0	25.0	20.0	30.0	0.0015	+1.8E-4	-1.8E-4	+1.5000000000000001E-4	-9.0E-5	12.0	-17.0	-4.0	10.0

0.	1.0	1.0	0.0	2.0	0.175	+0.008749999999999999	-0.008749999999999999	+0.01575	-0.012249999999999999	14.0	-19.0	18.0	-24.0
0.	1.0	3.5	2.0	5.0	0.2567	+0.010268	-0.010268	+0.02567	-0.023103	14.0	-20.0	18.0	-23.0
0.	1.0	6.5	5.0	8.0	0.17	+0.0085	-0.0085	+0.0119	-0.0102	18.0	-23.0	8.0	-12.0
0.	1.0	9.5	8.0	11.0	0.0733	+0.004398	-0.004398	+0.005131	-0.0036650000000000003	18.0	-23.0	-1.0	2.0
0.	1.0	13.0	11.0	15.0	0.0288	+0.002016	-0.002016	+0.002304	-0.00144	18.0	-23.0	-4.0	10.0
0.	1.0	22.5	15.0	30.0	0.0037	+3.3300000000000007E-4	-3.3300000000000007E-4	+2.9600000000000004E-4	-2.2200000000000003E-4	15.0	-20.0	-5.0	12.0

1.	2.	1.0	0.0	2.0	0.1375	+0.009625000000000002	-0.009625000000000002	+0.015125000000000001	-0.012375	18.0	-24.0	18.0	-23.0
1.	2.	3.5	2.0	5.0	0.2317	+0.009268	-0.009268	+0.020853	-0.016219	20.0	-25.0	18.0	-23.0
1.	2.	6.5	5.0	8.0	0.1617	+0.008085	-0.008085	+0.014553000000000002	-0.008085	16.0	-22.0	14.0	-18.0
1.	2.	9.5	8.0	11.0	0.0617	+0.004319	-0.004319	+0.006169999999999999	-0.0037019999999999996	13.0	-19.0	6.0	-8.0
1.	2.	13.0	11.0	15.0	0.0225	+0.0018	-0.0018	+0.00225	-0.00135	11.0	-17.0	0.0	1.0
1.	2.	22.5	15.0	30.0	0.0033	+2.97E-4	-2.97E-4	+3.6300000000000004E-4	-1.9800000000000002E-4	10.0	-16.0	-3.0	6.0
